run_id,scenario,controller,n_agents,seed,packet_loss,latency_ms,comm_radius_m,k_neighbors,update_rate_hz,obstacle_update_rate_hz,local_dropout,local_latency_ms,local_pos_noise_m,local_vel_noise_mps,local_safety_dropout,local_safety_latency_ms,local_safety_update_rate_hz,local_safety_position_noise_std_m,local_safety_velocity_noise_std_mps,local_safety_latency_steps,local_safety_dropout_attempts,local_safety_dropout_holds,local_safety_realized_dropout_rate,horizon_s,dt_s,min_inter_agent_distance_m,min_obstacle_contact_boundary_margin_m,cumulative_collision_pairs,collision_rate_per_pair_step,cumulative_safety_violation_pairs,safety_violation_rate_per_pair_step,cumulative_obstacle_contacts,obstacle_contact_rate_per_agent_step,final_reached_fraction,mission_success,completion_time_s,final_mean_goal_distance_m,energy_proxy_accel2_s_per_agent,mean_messages_per_agent_per_update,runtime_s,runtime_ms_per_agent_step,scenario_description,pairwise_projection_calls,pairwise_projection_pair_adjustments,pairwise_projection_agent_adjustments,pairwise_projection_total_displacement_m,pairwise_projection_max_displacement_m,pairwise_projection_velocity_corrections,pairwise_projection_agent_adjustment_rate_per_agent_step,obstacle_projection_calls,obstacle_projection_agent_adjustments,obstacle_projection_total_displacement_m,obstacle_projection_max_displacement_m,obstacle_projection_velocity_corrections,obstacle_projection_agent_adjustment_rate_per_agent_step,projection_agent_adjustments,projection_agent_adjustment_rate_per_agent_step,projection_total_displacement_m,projection_mean_displacement_m_per_adjustment,projection_max_displacement_m,pre_projection_state_checks,pre_projection_collision_pairs,pre_projection_collision_rate_per_pair_step,pre_projection_obstacle_contacts,pre_projection_obstacle_contact_rate_per_agent_step,pre_projection_pairwise_violation_pairs,pre_projection_pairwise_violation_rate_per_pair_step,pre_projection_pairwise_violation_agent_steps,pre_projection_pairwise_violation_agent_rate_per_agent_step,pre_projection_pairwise_mean_penetration_m,pre_projection_pairwise_p95_penetration_m,pre_projection_pairwise_p99_penetration_m,pre_projection_pairwise_max_penetration_m,pre_projection_obstacle_violation_agent_steps,pre_projection_obstacle_violation_rate_per_agent_step,pre_projection_obstacle_mean_penetration_m,pre_projection_obstacle_p95_penetration_m,pre_projection_obstacle_p99_penetration_m,pre_projection_obstacle_max_penetration_m,pre_projection_obstacle_min_clearance_margin_m,local_condition,T90_s,T95_s,T99_s
corridor_obstacles__proposed__N200__pl20__lat050__seed0__dropout_0p40,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.4,0.0,0.0,0.0,0.4,0.0,4.0,0.0,0.0,0,95800,37999,0.3966492693110647,120.0,0.05,0.1400009999999997,0.3600009999999991,0,0.0,733,1.534117903135e-05,0,0.0,1.0,True,69.9,0.1586230109581739,45.122663879233194,9.528471933471934,150.44842691160738,0.3133036795327101,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,3,3,6,0.012865067863123938,0.005449909727969784,3,1.25e-05,7,7,0.022041395392823036,0.009056258391917675,7,1.4583333333333333e-05,13,2.7083333333333332e-05,0.03490646325594697,0.0026851125581497668,0.009056258391917675,2400,0,0.0,0,0.0,3,6.281407035175879e-08,6,1.25e-05,0.004287355954374646,0.009945923821725194,0.010708240329096693,0.010898819455939568,7,1.4583333333333333e-05,0.003147770770403291,0.008470995621625853,0.00893840583785931,0.009055258391917675,-0.009055258391917675,dropout_0p40,69.83333333333333,72.25,76.0
corridor_obstacles__proposed__N200__pl20__lat050__seed1__dropout_0p40,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.4,0.0,0.0,0.0,0.4,0.0,4.0,0.0,0.0,0,95800,38532,0.4022129436325679,120.0,0.05,0.14000100000000532,0.36000099999999935,0,0.0,677,1.4169138068518352e-05,0,0.0,1.0,True,70.35000000000001,0.15853338851214166,46.02611013245967,9.531049896049897,149.89307775208727,0.3121471839901859,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,1,1,2,0.012421376248528071,0.0062106881242640355,1,4.166666666666667e-06,11,12,0.034539598228117245,0.007345192656402626,12,2.5e-05,14,2.9166666666666666e-05,0.046960974476645316,0.00335435531976038,0.007345192656402626,2400,0,0.0,0,0.0,1,2.0938023450586266e-08,2,4.166666666666667e-06,0.01242037624852807,0.01242037624852807,0.01242037624852807,0.01242037624852807,12,2.5e-05,0.0028772998523431035,0.007051179635943483,0.007285590052310798,0.007344192656402626,-0.007344192656402626,dropout_0p40,70.25,72.0,78.5
corridor_obstacles__proposed__N200__pl20__lat050__seed2__dropout_0p40,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.4,0.0,0.0,0.0,0.4,0.0,4.0,0.0,0.0,0,95800,38380,0.40062630480167016,120.0,0.05,0.17670142316261153,0.3600009999999989,0,0.0,610,1.2766874773701912e-05,0,0.0,1.0,True,71.05,0.1608119450631054,45.36002563871469,9.518347193347193,157.17806902900338,0.3273179280070874,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,7,7,0.02566280164106418,0.007097443626022575,7,1.4583333333333333e-05,7,1.4583333333333333e-05,0.02566280164106418,0.003666114520152026,0.007097443626022575,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,1.4583333333333333e-05,0.0036651145201520258,0.006766345114839733,0.007030423923786006,0.007096443626022575,-0.007096443626022575,dropout_0p40,71.25,74.16666666666667,80.5
corridor_obstacles__proposed__N200__pl20__lat050__seed3__dropout_0p40,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.4,0.0,0.0,0.0,0.4,0.0,4.0,0.0,0.0,0,95800,38501,0.4018893528183716,120.0,0.05,0.16357886890158385,0.36000099999999935,0,0.0,677,1.4169138068518352e-05,0,0.0,1.0,True,69.65,0.1614631709539106,45.61993230709425,9.505800415800415,161.93291992507875,0.3372197416182398,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,8,9,0.06515183548438615,0.011998468231388141,9,1.875e-05,9,1.875e-05,0.06515183548438615,0.007239092831598461,0.011998468231388141,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,1.875e-05,0.007238092831598462,0.011234962513315638,0.01184496708777364,0.011997468231388142,-0.011997468231388142,dropout_0p40,69.75,74.0,83.0
corridor_obstacles__proposed__N200__pl20__lat050__seed4__dropout_0p40,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.4,0.0,0.0,0.0,0.4,0.0,4.0,0.0,0.0,0,95800,38120,0.39791231732776616,120.0,0.05,0.14000099999999918,0.360000999999999,0,0.0,701,1.4671441338303345e-05,0,0.0,1.0,True,70.65,0.15369228168842097,45.527148356936884,9.495654885654886,159.9352191053331,0.33305959830348414,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,1,1,2,0.007243792089209111,0.0036218960446045556,1,4.166666666666667e-06,8,8,0.03040764675146978,0.009161931317418796,8,1.6666666666666667e-05,10,2.0833333333333333e-05,0.03765143884067889,0.003765143884067889,0.009161931317418796,2400,0,0.0,0,0.0,1,2.0938023450586266e-08,2,4.166666666666667e-06,0.00724279208920911,0.00724279208920911,0.00724279208920911,0.00724279208920911,8,1.6666666666666667e-05,0.003799955843933722,0.008690832298749361,0.00906691151368491,0.009160931317418797,-0.009160931317418797,dropout_0p40,70.83333333333333,73.0,82.75
corridor_obstacles__proposed__N200__pl20__lat050__seed0__latency_050ms,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.0,50.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,1,0,0,0.0,120.0,0.05,0.26085487283253916,0.3600009999999998,0,0.0,185,3.87192103792599e-06,0,0.0,1.0,True,69.95,0.15514007100111513,37.82976251150631,9.472806652806653,157.76285193581134,0.32853571831697487,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,8,9,0.03308885684074244,0.01113352017097066,9,1.875e-05,9,1.875e-05,0.03308885684074244,0.003676539648971382,0.01113352017097066,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,1.875e-05,0.003675539648971382,0.009030914000192777,0.010712198936815085,0.011132520170970661,-0.011132520170970661,latency_050ms,70.0,74.75,78.5
corridor_obstacles__proposed__N200__pl20__lat050__seed1__latency_050ms,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.0,50.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,1,0,0,0.0,120.0,0.05,0.2599347606596891,0.36000099999999957,0,0.0,155,3.2440419506947484e-06,0,0.0,1.0,True,69.60000000000001,0.15669564748629322,37.794301572475646,9.516621621621622,154.59810657799244,0.3219452448521292,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,6,7,0.018763780178644798,0.0056304841835995425,7,1.4583333333333333e-05,7,1.4583333333333333e-05,0.018763780178644798,0.0026805400255206853,0.0056304841835995425,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,1.4583333333333333e-05,0.0026795400255206847,0.005169175977803708,0.005537422542440375,0.005629484183599542,-0.005629484183599542,latency_050ms,69.625,72.5,76.0
corridor_obstacles__proposed__N200__pl20__lat050__seed2__latency_050ms,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.0,50.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,1,0,0,0.0,120.0,0.05,0.33618849898520464,0.36000099999999935,0,0.0,85,1.7789907471551845e-06,0,0.0,1.0,True,68.9,0.1571501343951896,37.673677942794455,9.479282744282743,154.71913067484275,0.3221972733753493,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,6,6,0.020643346265703456,0.011802324318907901,6,1.25e-05,6,1.25e-05,0.020643346265703456,0.003440557710950576,0.011802324318907901,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,1.25e-05,0.003439557710950577,0.010149493048038194,0.011470958064733961,0.011801324318907902,-0.011801324318907902,latency_050ms,69.0,71.75,78.0
corridor_obstacles__proposed__N200__pl20__lat050__seed3__latency_050ms,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.0,50.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,1,0,0,0.0,120.0,0.05,0.26727631390798384,0.3600009999999991,0,0.0,166,3.474264282679537e-06,0,0.0,1.0,True,70.65,0.16305225185684805,37.91206301005242,9.51962577962578,161.47608527261764,0.33626839915164025,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,4,4,0.004626840876452595,0.0021562938473725637,4,8.333333333333334e-06,4,8.333333333333334e-06,0.004626840876452595,0.0011567102191131487,0.0021562938473725637,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,8.333333333333334e-06,0.0011557102191131485,0.0021340631565512137,0.0021510477092082933,0.0021552938473725636,-0.0021552938473725636,latency_050ms,70.58333333333333,74.0,78.5
corridor_obstacles__proposed__N200__pl20__lat050__seed4__latency_050ms,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.0,50.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,1,0,0,0.0,120.0,0.05,0.24437318862471896,0.3600009999999987,0,0.0,160,3.3486884652332883e-06,0,0.0,1.0,True,69.15,0.15769295372748632,37.73409884475585,9.494220374220374,157.83535623876378,0.32868670603657596,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,6,7,0.028364330590183194,0.011080582836243106,7,1.4583333333333333e-05,7,1.4583333333333333e-05,0.028364330590183194,0.004052047227169028,0.011080582836243106,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,1.4583333333333333e-05,0.004051047227169028,0.009571177018173135,0.010777901672629112,0.011079582836243107,-0.011079582836243107,latency_050ms,69.21428571428571,71.75,78.5
corridor_obstacles__proposed__N200__pl20__lat050__seed0__latency_100ms,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.0,100.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,2,0,0,0.0,120.0,0.05,0.2641210696451722,0.3600009999999987,0,0.0,210,4.3951536106186914e-06,0,0.0,1.0,True,70.10000000000001,0.1589823508949373,38.42023239623326,9.539022869022869,160.63347415113822,0.334513690443853,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,5,5,0.014595622676619926,0.004129435325917224,5,1.0416666666666666e-05,5,1.0416666666666666e-05,0.014595622676619926,0.002919124535323985,0.004129435325917224,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0416666666666666e-05,0.002918124535323985,0.004095942826970278,0.004121936826127834,0.0041284353259172235,-0.0041284353259172235,latency_100ms,70.25,71.83333333333333,76.0
corridor_obstacles__proposed__N200__pl20__lat050__seed1__latency_100ms,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.0,100.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,2,0,0,0.0,120.0,0.05,0.34086694402345197,0.3600009999999998,0,0.0,94,1.967354473324557e-06,0,0.0,1.0,True,69.8,0.1553247060236362,37.429820996045855,9.51012474012474,162.61662210477516,0.3386435279149837,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,8,9,0.03153933330384214,0.008939074248095561,9,1.875e-05,9,1.875e-05,0.03153933330384214,0.0035043703670935714,0.008939074248095561,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,1.875e-05,0.0035033703670935713,0.008111758794154288,0.008772811157307308,0.008938074248095562,-0.008938074248095562,latency_100ms,69.91666666666667,73.0,79.5
corridor_obstacles__proposed__N200__pl20__lat050__seed2__latency_100ms,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.0,100.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,2,0,0,0.0,120.0,0.05,0.2783150316047203,0.3600009999999987,0,0.0,109,2.2812940169401777e-06,0,0.0,0.995,True,71.2,0.1654964023238321,38.066059972346444,9.498939708939709,164.55827301787212,0.3426869492250565,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,5,5,0.018491123770950822,0.006459209095264733,5,1.0416666666666666e-05,5,1.0416666666666666e-05,0.018491123770950822,0.0036982247541901643,0.006459209095264733,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0416666666666666e-05,0.003697224754190165,0.006103372502390369,0.00638724177668986,0.006458209095264733,-0.006458209095264733,latency_100ms,71.25,74.25,82.0
corridor_obstacles__proposed__N200__pl20__lat050__seed3__latency_100ms,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.0,100.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,2,0,0,0.0,120.0,0.05,0.29621557951317445,0.3600009999999999,0,0.0,161,3.3696177681409967e-06,0,0.0,1.0,True,70.4,0.15798490508657445,38.76906183740563,9.551663201663201,156.90908672008663,0.3267577815911842,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,3,3,0.012551187712075442,0.006101773527961678,3,6.25e-06,3,6.25e-06,0.012551187712075442,0.004183729237358481,0.006101773527961678,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,6.25e-06,0.004182729237358481,0.005820206878322231,0.0060446601980337885,0.006100773527961678,-0.006100773527961678,latency_100ms,70.5,72.0,78.5
corridor_obstacles__proposed__N200__pl20__lat050__seed4__latency_100ms,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.0,100.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,2,0,0,0.0,120.0,0.05,0.3031330522279151,0.3600009999999998,0,0.0,190,3.97656755246453e-06,0,0.0,1.0,True,70.15,0.16332704024635988,38.67130093118342,9.538690228690228,161.10518640791997,0.3354960150102457,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,3,3,0.01100597124321159,0.006087072838799028,3,6.25e-06,3,6.25e-06,0.01100597124321159,0.0036686570810705297,0.006087072838799028,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,6.25e-06,0.00366765708107053,0.00572610292087412,0.006014078855214046,0.006086072838799028,-0.006086072838799028,latency_100ms,70.16666666666667,73.16666666666667,76.0
corridor_obstacles__proposed__N200__pl20__lat050__seed0__latency_250ms,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.0,250.0,0.0,0.0,0.0,250.0,4.0,0.0,0.0,5,0,0,0.0,120.0,0.05,0.20919340664061828,0.3600009999999989,0,0.0,141,2.9510317099868357e-06,0,0.0,1.0,True,72.65,0.15465919855819157,39.40630880545248,9.495072765072765,166.91641155676916,0.34759769170505866,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,4,4,0.004321577569714181,0.0013112145298249378,4,8.333333333333334e-06,4,8.333333333333334e-06,0.004321577569714181,0.0010803943924285453,0.0013112145298249378,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,8.333333333333334e-06,0.0010793943924285454,0.0013085118014436459,0.0013098739841486795,0.001310214529824938,-0.001310214529824938,latency_250ms,72.8,76.16666666666667,78.5
corridor_obstacles__proposed__N200__pl20__lat050__seed1__latency_250ms,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.0,250.0,0.0,0.0,0.0,250.0,4.0,0.0,0.0,5,0,0,0.0,120.0,0.05,0.211586087415107,0.3600009999999991,0,0.0,319,6.676447627558869e-06,0,0.0,1.0,True,72.10000000000001,0.15865893514707408,40.211724398082424,9.52531185031185,153.2144834040664,0.3190638971346656,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,4,4,0.011761760102998559,0.004411379294333078,4,8.333333333333334e-06,4,8.333333333333334e-06,0.011761760102998559,0.0029404400257496397,0.004411379294333078,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,8.333333333333334e-06,0.00293944002574964,0.004299383568784476,0.004388180149223357,0.004410379294333078,-0.004410379294333078,latency_250ms,72.33333333333333,75.25,82.5
corridor_obstacles__proposed__N200__pl20__lat050__seed2__latency_250ms,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.0,250.0,0.0,0.0,0.0,250.0,4.0,0.0,0.0,5,0,0,0.0,120.0,0.05,0.20949016432295348,0.360001,0,0.0,233,4.876527577495976e-06,0,0.0,1.0,True,71.85000000000001,0.16377948343470755,39.31554660034742,9.507952182952183,157.83079059794545,0.32867719824645036,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,2,2,0.0035483007801677107,0.0030365110043402968,2,4.166666666666667e-06,2,4.166666666666667e-06,0.0035483007801677107,0.0017741503900838554,0.0030365110043402968,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,4.166666666666667e-06,0.0017731503900838552,0.0029092749429146525,0.003010263792055168,0.0030355110043402966,-0.0030355110043402966,latency_250ms,71.75,75.25,80.0
corridor_obstacles__proposed__N200__pl20__lat050__seed3__latency_250ms,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.0,250.0,0.0,0.0,0.0,250.0,4.0,0.0,0.0,5,0,0,0.0,120.0,0.05,0.28603510025055334,0.3600009999999989,0,0.0,199,4.164931278633902e-06,0,0.0,1.0,True,73.2,0.1546706400828987,39.4414498951857,9.532869022869022,152.40788393002003,0.31738418144527286,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,6,6,0.013117423519428732,0.00868047952554493,6,1.25e-05,6,1.25e-05,0.013117423519428732,0.002186237253238122,0.00868047952554493,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,1.25e-05,0.0021852372532381223,0.007000621409701757,0.008343707902376298,0.00867947952554493,-0.00867947952554493,latency_250ms,73.125,75.0,80.0
corridor_obstacles__proposed__N200__pl20__lat050__seed4__latency_250ms,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.0,250.0,0.0,0.0,0.0,250.0,4.0,0.0,0.0,5,0,0,0.0,120.0,0.05,0.2606985435992322,0.3600009999999989,0,0.0,177,3.704486614664325e-06,0,0.0,1.0,True,71.85000000000001,0.1576850756909872,38.90726308903206,9.516444906444907,149.69694499438629,0.31173874426152914,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,5,5,0.01146508306061197,0.004215198871173469,5,1.0416666666666666e-05,5,1.0416666666666666e-05,0.01146508306061197,0.0022930166121223937,0.004215198871173469,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0416666666666666e-05,0.002292016612122394,0.004171107499779447,0.004205580596894664,0.004214198871173469,-0.004214198871173469,latency_250ms,72.0,75.5,82.5
corridor_obstacles__proposed__N200__pl20__lat050__seed0__noise_0p005_0p010,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.005,0.01,0.0,0.0,4.0,0.005,0.01,0,0,0,0.0,120.0,0.05,0.25489545845990225,0.36000099999999924,0,0.0,178,3.7254159175720335e-06,0,0.0,1.0,True,69.35000000000001,0.15827957936041626,38.366617751678604,9.499054054054055,151.51532085891813,0.3155254495187799,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,5,5,0.013678187236042496,0.006737296905880401,5,1.0416666666666666e-05,5,1.0416666666666666e-05,0.013678187236042496,0.0027356374472084994,0.006737296905880401,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0416666666666666e-05,0.002734637447208499,0.00616069565071391,0.006621176654847103,0.006736296905880401,-0.006736296905880401,noise_0p005_0p010,69.25,72.5,80.0
corridor_obstacles__proposed__N200__pl20__lat050__seed1__noise_0p005_0p010,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.005,0.01,0.0,0.0,4.0,0.005,0.01,0,0,0,0.0,120.0,0.05,0.3133727356744116,0.3600009999999998,0,0.0,124,2.5952335605557984e-06,0,0.0,1.0,True,68.85000000000001,0.16213387626960457,37.39537314094896,9.482765072765073,151.1666896850802,0.31479943707846775,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,4,4,0.022382269986232488,0.011780904276466801,4,8.333333333333334e-06,4,8.333333333333334e-06,0.022382269986232488,0.005595567496558122,0.011780904276466801,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,8.333333333333334e-06,0.005594567496558123,0.010980974052358726,0.011620118231645186,0.011779904276466802,-0.011779904276466802,noise_0p005_0p010,69.0,71.5,78.0
corridor_obstacles__proposed__N200__pl20__lat050__seed2__noise_0p005_0p010,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.005,0.01,0.0,0.0,4.0,0.005,0.01,0,0,0,0.0,120.0,0.05,0.2844803723198287,0.36000099999999957,0,0.0,199,4.164931278633902e-06,0,0.0,1.0,True,68.95,0.1600409729538675,38.02702715583327,9.545800415800416,156.8684001918882,0.32667305329422786,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,6,7,0.03069089163400953,0.01050266517597062,7,1.4583333333333333e-05,7,1.4583333333333333e-05,0.03069089163400953,0.00438441309057279,0.01050266517597062,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,1.4583333333333333e-05,0.00438341309057279,0.009483930266755534,0.010298118194127601,0.01050166517597062,-0.01050166517597062,noise_0p005_0p010,69.0,72.0,77.75
corridor_obstacles__proposed__N200__pl20__lat050__seed3__noise_0p005_0p010,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.005,0.01,0.0,0.0,4.0,0.005,0.01,0,0,0,0.0,120.0,0.05,0.252886375907007,0.3600009999999987,0,0.0,236,4.9393154862191e-06,0,0.0,1.0,True,68.75,0.1551458665755601,37.968939019221025,9.491819126819127,151.28918283199891,0.31505452484797775,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,8,8,0.027403345708370656,0.011178953944576213,8,1.6666666666666667e-05,8,1.6666666666666667e-05,0.027403345708370656,0.003425418213546332,0.011178953944576213,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8,1.6666666666666667e-05,0.003424418213546332,0.009458198820563243,0.010834002919773619,0.011177953944576213,-0.011177953944576213,noise_0p005_0p010,68.625,70.33333333333333,75.5
corridor_obstacles__proposed__N200__pl20__lat050__seed4__noise_0p005_0p010,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.005,0.01,0.0,0.0,4.0,0.005,0.01,0,0,0,0.0,120.0,0.05,0.26729888649702327,0.3600009999999999,0,0.0,232,4.855598274588269e-06,0,0.0,1.0,True,69.4,0.15905539760918247,38.05074578919132,9.509501039501039,152.266936883796,0.3170906640645481,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,4,4,0.008319268985153555,0.003945101581149218,4,8.333333333333334e-06,4,8.333333333333334e-06,0.008319268985153555,0.002079817246288389,0.003945101581149218,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,8.333333333333334e-06,0.002078817246288389,0.003711055611509994,0.0038974923872213724,0.0039441015811492175,-0.0039441015811492175,noise_0p005_0p010,69.5,71.0,76.5
corridor_obstacles__proposed__N200__pl20__lat050__seed0__noise_0p010_0p020,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.01,0.02,0.0,0.0,4.0,0.01,0.02,0,0,0,0.0,120.0,0.05,0.27442798707484206,0.36000099999999924,0,0.0,160,3.3486884652332883e-06,0,0.0,1.0,True,68.65,0.16160142576046102,38.94758409167426,9.507401247401248,153.32114295708016,0.3192860119889216,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,5,5,0.011292786007849298,0.004536719035209551,5,1.0416666666666666e-05,5,1.0416666666666666e-05,0.011292786007849298,0.0022585572015698598,0.004536719035209551,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0416666666666666e-05,0.0022575572015698596,0.004389836828563487,0.004506542593880339,0.004535719035209551,-0.004535719035209551,noise_0p010_0p020,69.0,72.0,77.0
