run_id,scenario,controller,n_agents,seed,packet_loss,latency_ms,comm_radius_m,k_neighbors,update_rate_hz,obstacle_update_rate_hz,local_safety_dropout,local_safety_latency_ms,local_safety_update_rate_hz,local_safety_position_noise_std_m,local_safety_velocity_noise_std_mps,horizon_s,dt_s,min_inter_agent_distance_m,min_obstacle_contact_boundary_margin_m,cumulative_collision_pairs,collision_rate_per_pair_step,cumulative_safety_violation_pairs,safety_violation_rate_per_pair_step,cumulative_obstacle_contacts,obstacle_contact_rate_per_agent_step,final_reached_fraction,mission_success,completion_time_s,final_mean_goal_distance_m,energy_proxy_accel2_s_per_agent,mean_messages_per_agent_per_update,runtime_s,runtime_ms_per_agent_step,scenario_description,pairwise_projection_calls,pairwise_projection_pair_adjustments,pairwise_projection_agent_adjustments,pairwise_projection_total_displacement_m,pairwise_projection_max_displacement_m,pairwise_projection_velocity_corrections,pairwise_projection_agent_adjustment_rate_per_agent_step,obstacle_projection_calls,obstacle_projection_agent_adjustments,obstacle_projection_total_displacement_m,obstacle_projection_max_displacement_m,obstacle_projection_velocity_corrections,obstacle_projection_agent_adjustment_rate_per_agent_step,projection_agent_adjustments,projection_agent_adjustment_rate_per_agent_step,projection_total_displacement_m,projection_mean_displacement_m_per_adjustment,projection_max_displacement_m,pre_projection_state_checks,pre_projection_collision_pairs,pre_projection_collision_rate_per_pair_step,pre_projection_obstacle_contacts,pre_projection_obstacle_contact_rate_per_agent_step,pre_projection_pairwise_violation_pairs,pre_projection_pairwise_violation_rate_per_pair_step,pre_projection_pairwise_violation_agent_steps,pre_projection_pairwise_violation_agent_rate_per_agent_step,pre_projection_pairwise_mean_penetration_m,pre_projection_pairwise_p95_penetration_m,pre_projection_pairwise_p99_penetration_m,pre_projection_pairwise_max_penetration_m,pre_projection_obstacle_violation_agent_steps,pre_projection_obstacle_violation_rate_per_agent_step,pre_projection_obstacle_mean_penetration_m,pre_projection_obstacle_p95_penetration_m,pre_projection_obstacle_p99_penetration_m,pre_projection_obstacle_max_penetration_m,pre_projection_obstacle_min_clearance_margin_m,T90_s,T95_s,T99_s,safety_success
corridor_obstacles__proposed__N200__pl00__lat050__seed2,corridor_obstacles,proposed,200,2,0.0,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2315884112122597,0.3504266381549192,0,0.0,181,3.7882038262951576e-06,0,0.0,1.0,True,68.95,0.1624434341886472,37.14416067642741,11.891434511434513,141.01075372705236,0.2936500494107713,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,129,0.00026875,0.0053027777156526,0.009556616354676,0.0095681721044243,0.0095733618450808,-0.0095733618450808,69.0,70.875,74.5,True
corridor_obstacles__proposed__N200__pl00__lat050__seed3,corridor_obstacles,proposed,200,3,0.0,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.29687063405753,0.354565548346992,0,0.0,107,2.239435411124761e-06,0,0.0,1.0,True,70.25,0.1657487960622367,36.49618822312193,11.88139293139293,139.88455831632018,0.2913047861647651,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,40,8.333333333333333e-05,0.0022929297402382,0.0053503585420798,0.0054044596054585,0.005434451653008,-0.005434451653008,70.2,71.9,75.5,True
corridor_obstacles__proposed__N200__pl00__lat050__seed4,corridor_obstacles,proposed,200,4,0.0,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2389371678045494,0.3537620391421459,0,0.0,129,2.6998800750943387e-06,0,0.0,1.0,True,69.0,0.1610075852680784,36.65071187875005,11.888399168399168,140.7616149513051,0.2931312264708561,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,280,0.0005833333333333,0.0029657307241592,0.0055979613055765,0.0061200408211992,0.0062379608578542,-0.0062379608578542,69.0,73.16666666666667,79.5,True
corridor_obstacles__proposed__N200__pl10__lat000__seed0,corridor_obstacles,proposed,200,0,0.1,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2859778321749801,0.3421159460501297,0,0.0,140,2.930102407079128e-06,0,0.0,1.0,True,68.45,0.1589352198207715,36.70175695450672,10.687577962577963,140.64897222304717,0.29289665185974,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,271,0.0005645833333333,0.0081189181954378,0.017443390280996,0.017804005195341,0.0178840539498703,-0.0178840539498703,68.5,72.0,81.0,True
corridor_obstacles__proposed__N200__pl10__lat000__seed1,corridor_obstacles,proposed,200,1,0.1,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2867687361013412,0.3494198311088604,0,0.0,129,2.6998800750943387e-06,0,0.0,1.0,True,69.45,0.1608770852962175,37.03819909900911,10.678430353430354,141.43318421766162,0.2945297463924648,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,152,0.0003166666666666,0.0053138027220885,0.0105109871362951,0.0105610998377301,0.0105801688911395,-0.0105801688911395,69.5,73.5,78.0,True
corridor_obstacles__proposed__N200__pl10__lat000__seed2,corridor_obstacles,proposed,200,2,0.1,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2767448524047583,0.3495115436759526,0,0.0,127,2.658021469278923e-06,0,0.0,1.0,True,68.25,0.1599236978965257,36.97025699005429,10.683471933471932,139.2156947767362,0.2899119008261895,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,349,0.0007270833333333,0.0036064813716796,0.0083100195254279,0.0103651151555312,0.0104884563240474,-0.0104884563240474,68.41666666666667,72.0,80.5,True
corridor_obstacles__proposed__N200__pl10__lat000__seed3,corridor_obstacles,proposed,200,3,0.1,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2196032144705238,0.3432661747524966,0,0.0,117,2.4487284402018422e-06,0,0.0,1.0,True,68.55,0.1595241521413373,37.362608031474245,10.701320166320166,138.41899185394868,0.2882527943647411,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,396,0.000825,0.0043593339474256,0.0161975102956152,0.0166966840423192,0.0167338252475033,-0.0167338252475033,68.66666666666667,72.25,79.0,True
corridor_obstacles__proposed__N200__pl10__lat000__seed4,corridor_obstacles,proposed,200,4,0.1,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3100346336038653,0.3493691933737728,0,0.0,113,2.36501122857101e-06,0,0.0,1.0,True,69.60000000000001,0.1606714535128918,37.30772483868344,10.692900207900207,139.52593456907198,0.2905579645336776,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,105,0.00021875,0.0077870966032355,0.0104569252698893,0.0105798444397008,0.0106308066262272,-0.0106308066262272,69.75,72.625,80.5,True
corridor_obstacles__proposed__N200__pl10__lat050__seed0,corridor_obstacles,proposed,200,0,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1991861940834564,0.3496697473667433,0,0.0,198,4.144001975726194e-06,0,0.0,1.0,True,69.05,0.1598652205653897,37.605765556423655,10.670654885654884,137.05248322477564,0.2854070870986581,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,88,0.0001833333333333,0.0058039689445181,0.0103261259505022,0.0103278919502106,0.0103302526332567,-0.0103302526332567,69.125,71.25,81.75,True
corridor_obstacles__proposed__N200__pl10__lat050__seed1,corridor_obstacles,proposed,200,1,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3102976732105101,0.3459697894970193,0,0.0,124,2.5952335605557984e-06,0,0.0,1.0,True,68.55,0.1604780643577975,36.94696054275239,10.677796257796258,137.785706570372,0.2869339995218075,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,309,0.00064375,0.0060254691752958,0.0130289389718724,0.0138816083051439,0.0140302105029808,-0.0140302105029808,69.0,73.0,77.0,True
corridor_obstacles__proposed__N200__pl10__lat050__seed2,corridor_obstacles,proposed,200,2,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2133164274864837,0.3484506599313911,0,0.0,119,2.4905870460172584e-06,0,0.0,1.0,True,68.25,0.1642997206748446,37.20776936867801,10.724116424116424,140.47411686787382,0.292532521590741,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,79,0.0001645833333333,0.0067610812928423,0.011516487659954,0.0115398850231016,0.0115493400686088,-0.0115493400686088,68.5,71.8,77.0,True
corridor_obstacles__proposed__N200__pl10__lat050__seed3,corridor_obstacles,proposed,200,3,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2318180243764167,0.3470658200367268,0,0.0,134,2.804526589632879e-06,0,0.0,1.0,True,69.95,0.1617617005860215,37.99244734037589,10.724844074844077,142.64538030000404,0.2970541030820575,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,107,0.0002229166666666,0.0055522382131361,0.01289595677432,0.0129226625184277,0.0129341799632731,-0.0129341799632731,70.0,71.33333333333333,75.0,True
corridor_obstacles__proposed__N200__pl10__lat050__seed4,corridor_obstacles,proposed,200,4,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2693330230458135,0.3476402935587223,0,0.0,137,2.867314498356003e-06,0,0.0,1.0,True,68.60000000000001,0.1609103038463042,36.83730365999576,10.71066528066528,142.02855888241902,0.2957695936743419,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,136,0.0002833333333333,0.006309521939565,0.0123575337473777,0.0123585482791605,0.0123597064412777,-0.0123597064412777,69.0,70.0,81.0,True
corridor_obstacles__proposed__N200__pl10__lat100__seed0,corridor_obstacles,proposed,200,0,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2869745501111551,0.3480695121169941,0,0.0,152,3.181254041971624e-06,0,0.0,1.0,True,69.10000000000001,0.1566354997273838,37.2145616464927,10.698492723492723,142.30212000990286,0.2963392753225799,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,144,0.0003,0.0085183752653931,0.0119150855219823,0.0119254106610946,0.0119304878830059,-0.0119304878830059,69.07142857142857,71.0,74.0,True
corridor_obstacles__proposed__N200__pl10__lat100__seed1,corridor_obstacles,proposed,200,1,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2723431642604941,0.3353373642319257,0,0.0,118,2.46965774310955e-06,0,0.0,1.0,True,67.9,0.1629339289327977,37.61073960162762,10.708659043659043,140.7944088773802,0.2931995186950857,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,368,0.0007666666666666,0.0114522785963786,0.0245488798576985,0.0246387965652802,0.0246626357680743,-0.0246626357680743,67.9,72.5,78.0,True
corridor_obstacles__proposed__N200__pl10__lat100__seed2,corridor_obstacles,proposed,200,2,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2504819002361263,0.3408326018576654,0,0.0,91,1.9045665646014328e-06,0,0.0,1.0,True,70.15,0.1649894171324354,37.475238649942014,10.712848232848232,139.5044328472577,0.2905131879368132,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,188,0.0003916666666666,0.0085251475088331,0.0191582221420751,0.0191653583334219,0.0191673981423345,-0.0191673981423345,70.16666666666667,74.0,79.5,True
corridor_obstacles__proposed__N200__pl10__lat100__seed3,corridor_obstacles,proposed,200,3,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2521662736874452,0.3440865707751399,0,0.0,133,2.783597286725171e-06,0,0.0,1.0,True,68.5,0.1603141623809271,37.20071111796936,10.733596673596674,139.53153778100386,0.2905696330299955,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,197,0.0004104166666666,0.0071953716534037,0.0154453714527309,0.0157808563372001,0.0159134292248601,-0.0159134292248601,68.5,71.0,75.25,True
corridor_obstacles__proposed__N200__pl10__lat100__seed4,corridor_obstacles,proposed,200,4,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2974100269118729,0.3491045720340953,0,0.0,123,2.5743042576480905e-06,0,0.0,1.0,True,68.35000000000001,0.1601602575191162,37.57499605138607,10.686704781704782,141.2847828278318,0.2942207055973174,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,95,0.0001979166666666,0.004306653130373,0.0103366829566443,0.0106799386345629,0.0108954279659048,-0.0108954279659048,68.5,72.0,78.0,True
corridor_obstacles__proposed__N200__pl10__lat200__seed0,corridor_obstacles,proposed,200,0,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2727778387647794,0.3464961383877544,0,0.0,202,4.2277191873570265e-06,0,0.0,1.0,True,68.95,0.1644636035979108,38.05816732919557,10.70850311850312,140.1632669949904,0.2918851874114752,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,146,0.0003041666666666,0.0049935673703994,0.0122966537060125,0.0131519805365183,0.0135038616122455,-0.0135038616122455,69.0,71.5,77.0,True
corridor_obstacles__proposed__N200__pl10__lat200__seed1,corridor_obstacles,proposed,200,1,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.282577904329903,0.343977925271011,0,0.0,152,3.181254041971624e-06,0,0.0,1.0,True,69.3,0.1568568146242087,37.3707610953396,10.695135135135136,139.77835754910484,0.29108362671617,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,173,0.0003604166666666,0.0082260838337265,0.015931838896988,0.0159994881467435,0.0160220747289889,-0.0160220747289889,69.2,71.5,76.0,True
corridor_obstacles__proposed__N200__pl10__lat200__seed2,corridor_obstacles,proposed,200,2,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.254962465770402,0.3509585576993896,0,0.0,103,2.155718199493929e-06,0,0.0,1.0,True,67.45,0.1605469677684692,37.0806285003576,10.692806652806652,138.84342061402276,0.2891366526739333,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,52,0.0001083333333333,0.004428841114884,0.0089093642311287,0.0090115913084,0.0090414423006104,-0.0090414423006104,67.5,69.5,76.75,True
corridor_obstacles__proposed__N200__pl10__lat200__seed3,corridor_obstacles,proposed,200,3,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2263917413318813,0.3397311904021747,0,0.0,130,2.720809378002047e-06,0,0.0,1.0,True,68.9,0.15811534182369,37.598031447024574,10.727505197505195,139.94317025272176,0.2914268435083751,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,271,0.0005645833333333,0.0079310721508665,0.0202533531837472,0.0202653930126451,0.0202688095978254,-0.0202688095978254,68.75,71.0,78.0,True
corridor_obstacles__proposed__N200__pl10__lat200__seed4,corridor_obstacles,proposed,200,4,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2868930295982578,0.3462194936217109,0,0.0,116,2.4277991372941343e-06,0,0.0,1.0,True,70.0,0.1619107728444071,37.95679007411277,10.731340956340956,139.74348725611344,0.2910110105291825,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,145,0.0003020833333333,0.007345670486687,0.0135258732544379,0.0137091054890222,0.0137805063782892,-0.0137805063782892,70.0,71.0,75.5,True
corridor_obstacles__proposed__N200__pl20__lat050__seed0,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3042700542688291,0.35390514643694,0,0.0,167,3.495193585587245e-06,0,0.0,1.0,True,68.5,0.1613830186939417,37.25904365964577,9.517172557172556,139.99305031029508,0.2915307170143587,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,77,0.0001604166666666,0.0039971208078611,0.0060821042694116,0.0060889050011246,0.00609485356306,-0.00609485356306,68.5,72.0,75.0,True
corridor_obstacles__proposed__N200__pl20__lat050__seed1,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1975579266961626,0.3385638788456235,0,0.0,206,4.311436398987859e-06,0,0.0,1.0,True,69.0,0.1569931332889401,38.13426569532861,9.531600831600832,140.64399041282013,0.2928862774111206,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,309,0.00064375,0.0110977171767527,0.0213900487430914,0.0214323177727712,0.0214361211543765,-0.0214361211543765,69.0,72.2,74.5,True
corridor_obstacles__proposed__N200__pl20__lat050__seed2,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2434125097600354,0.342336957391804,0,0.0,168,3.516122888494953e-06,0,0.0,1.0,True,68.60000000000001,0.1586924835425586,38.03391376825628,9.494303534303535,139.12533162580803,0.2897237226693211,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,139,0.0002895833333333,0.0106912877499616,0.0173526449959908,0.0175653216644184,0.017663042608196,-0.017663042608196,69.0,73.0,83.5,True
corridor_obstacles__proposed__N200__pl20__lat050__seed3,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3140922501697202,0.3405285732942154,0,0.0,149,3.1184661332485e-06,0,0.0,1.0,True,68.60000000000001,0.1640226350121759,37.923953375448576,9.515031185031186,139.50856035668403,0.2905217833333695,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,184,0.0003833333333333,0.0093579056735352,0.0194203789289998,0.0194554785539707,0.0194714267057847,-0.0194714267057847,69.0,72.75,76.0,True
corridor_obstacles__proposed__N200__pl20__lat050__seed4,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2415343178432894,0.3423029069690853,0,0.0,116,2.4277991372941343e-06,0,0.0,1.0,True,68.8,0.1630164317447388,37.558557250678255,9.514147609147608,142.19584693107754,0.2961179652875417,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,86,0.0001791666666666,0.0102254592482546,0.0176848963634893,0.0176924992959632,0.0176970930309148,-0.0176970930309148,69.0,72.75,81.0,True
corridor_obstacles__proposed__N200__pl40__lat050__seed0,corridor_obstacles,proposed,200,0,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2138837384992615,0.3527774469434619,0,0.0,219,4.583517336788064e-06,0,0.0,1.0,True,68.65,0.1600120072870841,37.41120282926807,7.140686070686071,139.87808631313965,0.291291308440524,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,204,0.000425,0.0040137325572715,0.0063614931421469,0.0069775119750172,0.0072225530565381,-0.0072225530565381,68.66666666666667,71.75,78.0,True
corridor_obstacles__proposed__N200__pl40__lat050__seed1,corridor_obstacles,proposed,200,1,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2203700917496628,0.3460499639912109,0,0.0,241,5.043962000757641e-06,0,0.0,1.0,True,69.2,0.1617543311382107,37.74538436632554,7.137380457380457,139.5615793080069,0.290632193477732,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,104,0.0002166666666666,0.0086210904666037,0.0139321816212472,0.013945283531289,0.0139500360087891,-0.0139500360087891,69.25,71.25,76.0,True
corridor_obstacles__proposed__N200__pl40__lat050__seed2,corridor_obstacles,proposed,200,2,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2649170741804428,0.3468814089129114,0,0.0,231,4.83466897168056e-06,0,0.0,1.0,True,68.45,0.1548745803931673,37.4036708274956,7.119043659043659,138.42602046299726,0.2882674312015769,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,142,0.0002958333333333,0.0051037678010919,0.0106271484624823,0.0124304916213631,0.0131185910870885,-0.0131185910870885,68.5,72.0,78.0,True
corridor_obstacles__proposed__N200__pl40__lat050__seed3,corridor_obstacles,proposed,200,3,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2918274785636237,0.3474086866805124,0,0.0,207,4.332365701895567e-06,0,0.0,1.0,True,68.15,0.1552398119737452,37.12113509042622,7.132432432432433,139.76106913713738,0.2910476241922894,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,192,0.0004,0.0062746649949874,0.012541957903704,0.0125790949120967,0.0125913133194877,-0.0125913133194877,68.16666666666667,72.5,77.0,True
