run_id,scenario,controller,n_agents,seed,packet_loss,latency_ms,comm_radius_m,k_neighbors,update_rate_hz,obstacle_update_rate_hz,local_safety_dropout,local_safety_latency_ms,local_safety_update_rate_hz,local_safety_position_noise_std_m,local_safety_velocity_noise_std_mps,horizon_s,dt_s,min_inter_agent_distance_m,min_obstacle_contact_boundary_margin_m,cumulative_collision_pairs,collision_rate_per_pair_step,cumulative_safety_violation_pairs,safety_violation_rate_per_pair_step,cumulative_obstacle_contacts,obstacle_contact_rate_per_agent_step,final_reached_fraction,mission_success,completion_time_s,final_mean_goal_distance_m,energy_proxy_accel2_s_per_agent,mean_messages_per_agent_per_update,runtime_s,runtime_ms_per_agent_step,scenario_description,pairwise_projection_calls,pairwise_projection_pair_adjustments,pairwise_projection_agent_adjustments,pairwise_projection_total_displacement_m,pairwise_projection_max_displacement_m,pairwise_projection_velocity_corrections,pairwise_projection_agent_adjustment_rate_per_agent_step,obstacle_projection_calls,obstacle_projection_agent_adjustments,obstacle_projection_total_displacement_m,obstacle_projection_max_displacement_m,obstacle_projection_velocity_corrections,obstacle_projection_agent_adjustment_rate_per_agent_step,projection_agent_adjustments,projection_agent_adjustment_rate_per_agent_step,projection_total_displacement_m,projection_mean_displacement_m_per_adjustment,projection_max_displacement_m,pre_projection_state_checks,pre_projection_collision_pairs,pre_projection_collision_rate_per_pair_step,pre_projection_obstacle_contacts,pre_projection_obstacle_contact_rate_per_agent_step,pre_projection_pairwise_violation_pairs,pre_projection_pairwise_violation_rate_per_pair_step,pre_projection_pairwise_violation_agent_steps,pre_projection_pairwise_violation_agent_rate_per_agent_step,pre_projection_pairwise_mean_penetration_m,pre_projection_pairwise_p95_penetration_m,pre_projection_pairwise_p99_penetration_m,pre_projection_pairwise_max_penetration_m,pre_projection_obstacle_violation_agent_steps,pre_projection_obstacle_violation_rate_per_agent_step,pre_projection_obstacle_mean_penetration_m,pre_projection_obstacle_p95_penetration_m,pre_projection_obstacle_p99_penetration_m,pre_projection_obstacle_max_penetration_m,pre_projection_obstacle_min_clearance_margin_m,T90_s,T95_s,T99_s,safety_success
corridor_obstacles__proposed__N100__pl10__lat050__seed0,corridor_obstacles,proposed,100,0,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3049154784241362,0.3497163566379573,0,0.0,64,5.3849616531832274e-06,0,0.0,1.0,True,67.0,0.1243390180757471,31.70782005028057,10.498149688149688,70.34191018668935,0.2929692219353992,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,126,0.000525,0.0061368257855247,0.0101908281101741,0.0102612090414009,0.0102836433620427,-0.0102836433620427,67.0,69.5,72.5,True
corridor_obstacles__proposed__N100__pl10__lat050__seed1,corridor_obstacles,proposed,100,1,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3162596340758733,0.3522809309268239,0,0.0,89,7.488462298957925e-06,0,0.0,1.0,True,67.35000000000001,0.1241151197464433,31.8280046210603,10.554386694386697,71.56221483787522,0.2980517069465856,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,100,0.0004166666666666,0.0029618807017501,0.0075012159402296,0.007613918062551,0.007719069073176,-0.007719069073176,67.33333333333333,68.5,70.5,True
corridor_obstacles__proposed__N100__pl10__lat050__seed2,corridor_obstacles,proposed,100,2,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3425619142135044,0.3389442898433608,0,0.0,92,7.74088237645089e-06,0,0.0,1.0,True,66.15,0.1233549029273884,31.402667078478387,10.542224532224532,68.52237595291808,0.2853909868926201,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,178,0.0007416666666666,0.0085775330168552,0.0200790127780165,0.020835169409957,0.0210557101566393,-0.0210557101566393,66.5,67.5,69.0,True
corridor_obstacles__proposed__N100__pl10__lat050__seed3,corridor_obstacles,proposed,100,3,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3371608950293555,0.352546947759949,0,0.0,65,5.469101679014216e-06,0,0.0,1.0,True,67.2,0.1243954658303359,32.391126629927406,10.514532224532225,70.34196390630677,0.2929694456739141,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,91,0.0003791666666666,0.004010669305722,0.0071560867131345,0.007366092383531,0.0074530522400511,-0.0074530522400511,67.16666666666667,68.5,78.5,True
corridor_obstacles__proposed__N100__pl10__lat050__seed4,corridor_obstacles,proposed,100,4,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3103589166947891,0.3489477884840418,0,0.0,73,6.142221885662119e-06,0,0.0,1.0,True,66.4,0.124832961014201,32.47726106771187,10.556237006237009,70.44475055672228,0.2933975450092556,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,123,0.0005125,0.0061464123337626,0.0110473200020242,0.0110496376908232,0.0110522115159581,-0.0110522115159581,66.5,68.5,78.0,True
corridor_obstacles__proposed__N100__pl10__lat100__seed0,corridor_obstacles,proposed,100,0,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3011746646886106,0.3423725324660766,0,0.0,64,5.3849616531832274e-06,0,0.0,1.0,True,67.35000000000001,0.1231224305072658,32.03976957903312,10.596777546777547,69.88645455008373,0.2910722805084703,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,68,0.0002833333333333,0.0073200348183854,0.0176117308288201,0.0176232330215842,0.0176274675339234,-0.0176274675339234,67.25,69.5,72.0,True
corridor_obstacles__proposed__N100__pl10__lat100__seed1,corridor_obstacles,proposed,100,1,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3260927354888057,0.3429748395219539,0,0.0,72,6.058081859831131e-06,0,0.0,1.0,True,67.15,0.1254699341035625,31.793917216884264,10.557671517671515,69.9056919356808,0.2911524028974627,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,57,0.0002375,0.0093465235347511,0.0169656929214075,0.0170011147363956,0.017025160478046,-0.017025160478046,67.25,68.5,69.5,True
corridor_obstacles__proposed__N100__pl10__lat100__seed2,corridor_obstacles,proposed,100,2,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3023080667175107,0.349426000616482,0,0.0,72,6.058081859831131e-06,0,0.0,1.0,True,66.25,0.1235868173275374,31.73624277512132,10.571891891891893,69.77615546388552,0.2906128923943586,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,60,0.00025,0.0074197745144942,0.0105259684450381,0.010562298190796,0.0105739993835181,-0.0105739993835181,66.5,68.25,70.0,True
corridor_obstacles__proposed__N100__pl10__lat100__seed3,corridor_obstacles,proposed,100,3,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3274846541040602,0.341956059833305,0,0.0,82,6.89948211814101e-06,0,0.0,1.0,True,66.75,0.1243779659280645,32.08827457675743,10.485675675675676,68.69793290924281,0.2861221695511987,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,55,0.0002291666666666,0.0098937262879392,0.0180408021232242,0.0180432022327019,0.0180439401666949,-0.0180439401666949,66.83333333333333,70.5,73.0,True
corridor_obstacles__proposed__N100__pl10__lat100__seed4,corridor_obstacles,proposed,100,4,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3320458483704345,0.3535421557891033,0,0.0,68,5.72152175650718e-06,0,0.0,1.0,True,67.25,0.1243036974400912,31.982370773631324,10.513991683991684,70.26615722384304,0.2926537160509914,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,74,0.0003083333333333,0.0031676901841537,0.0064319820522343,0.0064505086970414,0.0064578442108966,-0.0064578442108966,67.25,69.5,72.0,True
corridor_obstacles__proposed__N100__pl10__lat200__seed0,corridor_obstacles,proposed,100,0,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3435007749700527,0.3435117722537838,0,0.0,69,5.805661782338168e-06,0,0.0,1.0,True,66.5,0.1254644820905954,32.64866798134233,10.49931392931393,68.22727239085361,0.2841619008365414,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,88,0.0003666666666666,0.0076675487853023,0.0164650805735174,0.0164813713642563,0.0164882277462161,-0.0164882277462161,66.5,69.0,73.5,True
corridor_obstacles__proposed__N100__pl10__lat200__seed1,corridor_obstacles,proposed,100,1,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.312436961725035,0.354690810545574,0,0.0,73,6.142221885662119e-06,0,0.0,1.0,True,67.45,0.1242064497538902,31.9458870130607,10.553056133056131,70.26471227407455,0.2926476979345046,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,7.083333333333334e-05,0.0036627386512185,0.0051905890045398,0.0052854693644487,0.0053091894544259,-0.0053091894544259,67.33333333333333,68.25,71.5,True
corridor_obstacles__proposed__N100__pl10__lat200__seed2,corridor_obstacles,proposed,100,2,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2924486827010384,0.3438403657525549,0,0.0,83,6.983622143971998e-06,0,0.0,1.0,True,67.15,0.1252047188578499,31.997958007397887,10.52941787941788,70.16414631716907,0.2922288476350232,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,139,0.0005791666666666,0.0062003328918726,0.0161311594488495,0.0161518300050309,0.016159634247445,-0.016159634247445,67.16666666666667,68.33333333333333,73.0,True
corridor_obstacles__proposed__N100__pl10__lat200__seed3,corridor_obstacles,proposed,100,3,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3176797183413969,0.3530583824092301,0,0.0,81,6.815342092310022e-06,0,0.0,1.0,True,67.7,0.1236069771175869,32.0734010734637,10.53929313929314,70.28012164123356,0.2927118768897691,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,132,0.00055,0.003655645930607,0.0069286228796062,0.0069296666352064,0.0069416175907699,-0.0069416175907699,67.6,68.5,71.5,True
corridor_obstacles__proposed__N100__pl10__lat200__seed4,corridor_obstacles,proposed,100,4,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3036105860834791,0.352635128223617,0,0.0,78,6.562922014817059e-06,0,0.0,1.0,True,66.9,0.1240656744422974,31.847330993134605,10.551247401247402,69.76522671012208,0.2905673748859728,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,120,0.0005,0.0046454832079218,0.0070927599973201,0.0072640601230787,0.007364871776383,-0.007364871776383,67.0,69.5,71.0,True
corridor_obstacles__proposed__N100__pl20__lat050__seed0,corridor_obstacles,proposed,100,0,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2982415876440216,0.355490211603003,0,0.0,77,6.478781988986071e-06,0,0.0,1.0,True,66.25,0.1224448492359118,32.297253146586925,9.39835758835759,69.79700604779646,0.2906997336434671,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,49,0.0002041666666666,0.0013975448430612,0.0038475507283577,0.0043692453060004,0.0045097883969971,-0.0045097883969971,66.5,69.25,72.0,True
corridor_obstacles__proposed__N100__pl20__lat050__seed1,corridor_obstacles,proposed,100,1,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2921686148967407,0.3553232196473339,0,0.0,77,6.478781988986071e-06,0,0.0,1.0,True,66.4,0.1223344634459711,32.121457792760175,9.401288981288982,71.52891309792176,0.2979130074882206,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,27,0.0001125,0.0023698644610651,0.0043564277012455,0.0046157677963276,0.0046767803526661,-0.0046767803526661,66.5,68.5,75.5,True
corridor_obstacles__proposed__N100__pl20__lat050__seed2,corridor_obstacles,proposed,100,2,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2983328484470183,0.3609765529208146,0,0.0,81,6.815342092310022e-06,0,0.0,1.0,True,65.95,0.1233006163727286,32.03864530347252,9.38031185031185,68.35315416613594,0.2846861897798248,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0009765529208145,66.0,68.0,70.5,True
corridor_obstacles__proposed__N100__pl20__lat050__seed3,corridor_obstacles,proposed,100,3,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2939596911301179,0.3493182470430913,0,0.0,108,9.087122789746696e-06,0,0.0,1.0,True,66.8,0.1215933780082515,31.91911562750765,9.336548856548855,70.8234065710567,0.2949746212871998,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,163,0.0006791666666666,0.0052301149205402,0.0106292640673588,0.0106492830741996,0.0106817529569087,-0.0106817529569087,66.75,68.0,78.0,True
corridor_obstacles__proposed__N100__pl20__lat050__seed4,corridor_obstacles,proposed,100,4,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3165190471258637,0.3502964195151348,0,0.0,63,5.300821627352239e-06,0,0.0,1.0,True,66.7,0.1228682211979392,32.15987863474947,9.425197505197506,70.27576379477978,0.2926937267587662,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,103,0.0004291666666666,0.0068149738885742,0.009631047543778,0.0096730588418051,0.0097035804848653,-0.0097035804848653,66.91666666666667,68.0,71.0,True
corridor_obstacles__proposed__N100__pl40__lat050__seed0,corridor_obstacles,proposed,100,0,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2217718362004587,0.3533215005999223,0,0.0,143,1.2032023693831274e-05,0,0.0,1.0,True,66.60000000000001,0.120156085273735,31.7261329624012,7.011060291060291,68.22393610794097,0.2841480054474842,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,93,0.0003875,0.0039119558843443,0.0066681814873588,0.0066738962170759,0.0066784994000776,-0.0066784994000776,67.0,69.0,74.0,True
corridor_obstacles__proposed__N100__pl40__lat050__seed1,corridor_obstacles,proposed,100,1,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2745896585110709,0.3539547128463648,0,0.0,111,9.33954286723966e-06,0,0.0,1.0,True,66.25,0.1195942832522779,31.969170931251245,7.046486486486487,70.28463714523241,0.2927306836536127,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,46,0.0001916666666666,0.0038667205777498,0.0060285732311506,0.0060388649723908,0.0060452871536351,-0.0060452871536351,66.33333333333333,69.66666666666667,71.5,True
corridor_obstacles__proposed__N100__pl40__lat050__seed2,corridor_obstacles,proposed,100,2,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2913543667839629,0.3493220194350557,0,0.0,116,9.7602429963946e-06,0,0.0,1.0,True,66.85000000000001,0.1185734443176179,31.87837139970064,7.0527234927234925,69.49673110526055,0.2894491091431093,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,178,0.0007416666666666,0.0041381307935519,0.0105189133930012,0.0106335978882174,0.0106779805649444,-0.0106779805649444,66.875,68.0,72.0,True
corridor_obstacles__proposed__N100__pl40__lat050__seed3,corridor_obstacles,proposed,100,3,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3218800549088428,0.352620578909221,0,0.0,99,8.329862557267805e-06,0,0.0,1.0,True,67.10000000000001,0.1197398357616013,32.160535413106174,7.045239085239086,69.01055236672983,0.2874242081079959,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0005208333333333,0.0030578387787574,0.0067494464859392,0.0071825665555568,0.0073794210907789,-0.0073794210907789,67.25,69.0,72.5,True
corridor_obstacles__proposed__N100__pl40__lat050__seed4,corridor_obstacles,proposed,100,4,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3136000368110135,0.3409701161761015,0,0.0,87,7.32018224729595e-06,0,0.0,1.0,True,67.15,0.1186154059277716,32.564992667016966,7.022411642411642,69.88170038023964,0.2910524797177827,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,194,0.0008083333333333,0.0073114478380242,0.0188779275559468,0.0190090313172735,0.0190298838238984,-0.0190298838238984,67.5,69.0,75.0,True
corridor_obstacles__proposed__N200__pl00__lat000__seed0,corridor_obstacles,proposed,200,0,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1999629707130399,0.215367387631122,0,0.0,694,1.452493621794939e-05,0,0.0,1.0,True,61.35,0.154879848492964,33.31378858166718,11.942879417879418,91.81540375808254,0.1912024234862193,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6861,0.01429375,0.045368847988051,0.112158163706947,0.1342578262423091,0.1446326123688779,-0.1446326123688779,61.41666666666666,64.125,66.5,True
corridor_obstacles__proposed__N200__pl00__lat000__seed1,corridor_obstacles,proposed,200,1,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2063550038774456,0.2245907467607147,0,0.0,874,1.829221074133684e-05,0,0.0,1.0,True,61.05,0.1569170536316331,33.436907172921494,11.946018711018713,90.44745650002731,0.1883537203249215,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7125,0.01484375,0.0473206108253869,0.1152041691062269,0.125204607415067,0.1354092532392852,-0.1354092532392852,61.16666666666666,62.66666666666666,66.0,True
corridor_obstacles__proposed__N200__pl00__lat000__seed2,corridor_obstacles,proposed,200,2,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.192261017529205,0.218622257922657,0,0.0,783,1.6387644176735406e-05,0,0.0,1.0,True,61.35,0.1553266663542433,33.429137878949554,11.955145530145533,91.31964639993384,0.1901700258224361,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6858,0.0142875,0.0443631459969711,0.1120650382816974,0.1339720866467774,0.141377742077343,-0.141377742077343,61.4375,63.125,65.25,True
corridor_obstacles__proposed__N200__pl00__lat000__seed3,corridor_obstacles,proposed,200,3,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2005378077107277,0.2182097123162595,0,0.0,818,1.7120169778505188e-05,0,0.0,1.0,True,61.45,0.156318564516591,33.16821755976339,11.943607068607069,91.41697820229456,0.1903727159564651,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7113,0.01481875,0.0447258635637252,0.11353663665174,0.1320383099648826,0.1417902876837404,-0.1417902876837404,61.5,62.5,65.0,True
corridor_obstacles__proposed__N200__pl00__lat000__seed4,corridor_obstacles,proposed,200,4,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1972418560991847,0.2165801983859884,0,0.0,824,1.7245745595951436e-05,0,0.0,1.0,True,61.0,0.1510041083699128,33.79607077319761,11.936340956340956,91.84963397309184,0.1912737067328026,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6783,0.01413125,0.0459088419354211,0.1139609131497543,0.1347577761660014,0.1434198016140115,-0.1434198016140115,61.0,63.25,68.0,True
corridor_obstacles__proposed__N200__pl00__lat050__seed0,corridor_obstacles,proposed,200,0,0.0,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2690045122280002,0.3520945864717562,0,0.0,138,2.888243801263711e-06,0,0.0,1.0,True,68.65,0.1580480764352884,36.98117780004831,11.912869022869025,136.99773991806433,0.2852930860434492,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,127,0.0002645833333333,0.0053104019509258,0.0078877917700393,0.0079004589161429,0.0079054135282439,-0.0079054135282439,68.875,72.5,79.5,True
corridor_obstacles__proposed__N200__pl00__lat050__seed1,corridor_obstacles,proposed,200,1,0.0,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2538283892960695,0.340056942800446,0,0.0,181,3.7882038262951576e-06,0,0.0,1.0,True,68.85000000000001,0.1622195588636911,37.23706433615526,11.91153846153846,142.87214536592364,0.2975263335400325,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,283,0.0005895833333333,0.0137767549586458,0.0199415523084194,0.0199429850188675,0.019943057199554,-0.019943057199554,68.7,71.5,76.5,True
