run_id,scenario,controller,n_agents,seed,packet_loss,latency_ms,comm_radius_m,k_neighbors,update_rate_hz,obstacle_update_rate_hz,local_safety_dropout,local_safety_latency_ms,local_safety_update_rate_hz,local_safety_position_noise_std_m,local_safety_velocity_noise_std_mps,horizon_s,dt_s,min_inter_agent_distance_m,min_obstacle_contact_boundary_margin_m,cumulative_collision_pairs,collision_rate_per_pair_step,cumulative_safety_violation_pairs,safety_violation_rate_per_pair_step,cumulative_obstacle_contacts,obstacle_contact_rate_per_agent_step,final_reached_fraction,mission_success,completion_time_s,final_mean_goal_distance_m,energy_proxy_accel2_s_per_agent,mean_messages_per_agent_per_update,runtime_s,runtime_ms_per_agent_step,scenario_description,pairwise_projection_calls,pairwise_projection_pair_adjustments,pairwise_projection_agent_adjustments,pairwise_projection_total_displacement_m,pairwise_projection_max_displacement_m,pairwise_projection_velocity_corrections,pairwise_projection_agent_adjustment_rate_per_agent_step,obstacle_projection_calls,obstacle_projection_agent_adjustments,obstacle_projection_total_displacement_m,obstacle_projection_max_displacement_m,obstacle_projection_velocity_corrections,obstacle_projection_agent_adjustment_rate_per_agent_step,projection_agent_adjustments,projection_agent_adjustment_rate_per_agent_step,projection_total_displacement_m,projection_mean_displacement_m_per_adjustment,projection_max_displacement_m,pre_projection_state_checks,pre_projection_collision_pairs,pre_projection_collision_rate_per_pair_step,pre_projection_obstacle_contacts,pre_projection_obstacle_contact_rate_per_agent_step,pre_projection_pairwise_violation_pairs,pre_projection_pairwise_violation_rate_per_pair_step,pre_projection_pairwise_violation_agent_steps,pre_projection_pairwise_violation_agent_rate_per_agent_step,pre_projection_pairwise_mean_penetration_m,pre_projection_pairwise_p95_penetration_m,pre_projection_pairwise_p99_penetration_m,pre_projection_pairwise_max_penetration_m,pre_projection_obstacle_violation_agent_steps,pre_projection_obstacle_violation_rate_per_agent_step,pre_projection_obstacle_mean_penetration_m,pre_projection_obstacle_p95_penetration_m,pre_projection_obstacle_p99_penetration_m,pre_projection_obstacle_max_penetration_m,pre_projection_obstacle_min_clearance_margin_m
corridor_obstacles__proposed__N100__pl10__lat050__seed0,corridor_obstacles,proposed,100,0,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3049154784241362,0.3497163566379573,0,0.0,64,5.3849616531832274e-06,0,0.0,1.0,True,67.0,0.12433901807574717,31.707820050280574,10.498149688149688,70.34191018668935,0.2929692219353992,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,126,0.000525,0.006136825785524776,0.010190828110174188,0.010261209041400987,0.010283643362042794,-0.010283643362042794
corridor_obstacles__proposed__N100__pl10__lat050__seed1,corridor_obstacles,proposed,100,1,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3162596340758733,0.3522809309268239,0,0.0,89,7.4884622989579254e-06,0,0.0,1.0,True,67.35000000000001,0.1241151197464433,31.8280046210603,10.554386694386695,71.56221483787522,0.29805170694658567,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,100,0.0004166666666666667,0.0029618807017501303,0.007501215940229611,0.007613918062551047,0.007719069073176099,-0.007719069073176099
corridor_obstacles__proposed__N100__pl10__lat050__seed2,corridor_obstacles,proposed,100,2,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3425619142135044,0.3389442898433608,0,0.0,92,7.74088237645089e-06,0,0.0,1.0,True,66.15,0.12335490292738842,31.402667078478387,10.542224532224532,68.52237595291808,0.2853909868926201,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,178,0.0007416666666666666,0.008577533016855288,0.020079012778016582,0.020835169409957093,0.021055710156639318,-0.021055710156639318
corridor_obstacles__proposed__N100__pl10__lat050__seed3,corridor_obstacles,proposed,100,3,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3371608950293555,0.352546947759949,0,0.0,65,5.4691016790142155e-06,0,0.0,1.0,True,67.2,0.12439546583033596,32.391126629927406,10.514532224532225,70.34196390630677,0.2929694456739141,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,91,0.00037916666666666665,0.0040106693057220255,0.007156086713134502,0.007366092383531075,0.007453052240051106,-0.007453052240051106
corridor_obstacles__proposed__N100__pl10__lat050__seed4,corridor_obstacles,proposed,100,4,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.31035891669478916,0.34894778848404184,0,0.0,73,6.142221885662119e-06,0,0.0,1.0,True,66.4,0.124832961014201,32.47726106771187,10.556237006237007,70.44475055672228,0.29339754500925563,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,123,0.0005125,0.0061464123337626655,0.011047320002024241,0.011049637690823273,0.011052211515958144,-0.011052211515958144
corridor_obstacles__proposed__N100__pl10__lat100__seed0,corridor_obstacles,proposed,100,0,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3011746646886106,0.3423725324660766,0,0.0,64,5.3849616531832274e-06,0,0.0,1.0,True,67.35000000000001,0.12312243050726586,32.03976957903312,10.596777546777547,69.88645455008373,0.29107228050847034,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,68,0.00028333333333333335,0.007320034818385468,0.017611730828820137,0.017623233021584295,0.017627467533923413,-0.017627467533923413
corridor_obstacles__proposed__N100__pl10__lat100__seed1,corridor_obstacles,proposed,100,1,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3260927354888057,0.34297483952195396,0,0.0,72,6.058081859831131e-06,0,0.0,1.0,True,67.15,0.1254699341035625,31.793917216884264,10.557671517671517,69.9056919356808,0.29115240289746275,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,57,0.0002375,0.009346523534751164,0.016965692921407573,0.017001114736395654,0.01702516047804603,-0.01702516047804603
corridor_obstacles__proposed__N100__pl10__lat100__seed2,corridor_obstacles,proposed,100,2,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3023080667175107,0.349426000616482,0,0.0,72,6.058081859831131e-06,0,0.0,1.0,True,66.25,0.12358681732753748,31.73624277512132,10.571891891891893,69.77615546388552,0.29061289239435867,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,60,0.00025,0.007419774514494274,0.01052596844503818,0.010562298190796073,0.010573999383518107,-0.010573999383518107
corridor_obstacles__proposed__N100__pl10__lat100__seed3,corridor_obstacles,proposed,100,3,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3274846541040602,0.341956059833305,0,0.0,82,6.89948211814101e-06,0,0.0,1.0,True,66.75,0.12437796592806455,32.08827457675743,10.485675675675676,68.69793290924281,0.2861221695511987,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,55,0.00022916666666666666,0.009893726287939284,0.01804080212322421,0.0180432022327019,0.01804394016669497,-0.01804394016669497
corridor_obstacles__proposed__N100__pl10__lat100__seed4,corridor_obstacles,proposed,100,4,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3320458483704345,0.3535421557891033,0,0.0,68,5.7215217565071795e-06,0,0.0,1.0,True,67.25,0.1243036974400912,31.982370773631324,10.513991683991684,70.26615722384304,0.2926537160509914,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,74,0.0003083333333333333,0.0031676901841537724,0.006431982052234386,0.006450508697041415,0.006457844210896679,-0.006457844210896679
corridor_obstacles__proposed__N100__pl10__lat200__seed0,corridor_obstacles,proposed,100,0,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3435007749700527,0.3435117722537838,0,0.0,69,5.8056617823381675e-06,0,0.0,1.0,True,66.5,0.12546448209059544,32.64866798134233,10.49931392931393,68.22727239085361,0.28416190083654147,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,88,0.00036666666666666667,0.007667548785302355,0.016465080573517466,0.016481371364256307,0.016488227746216166,-0.016488227746216166
corridor_obstacles__proposed__N100__pl10__lat200__seed1,corridor_obstacles,proposed,100,1,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.312436961725035,0.35469081054557405,0,0.0,73,6.142221885662119e-06,0,0.0,1.0,True,67.45,0.12420644975389022,31.9458870130607,10.553056133056133,70.26471227407455,0.2926476979345046,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,7.083333333333334e-05,0.0036627386512185322,0.00519058900453988,0.005285469364448723,0.005309189454425933,-0.005309189454425933
corridor_obstacles__proposed__N100__pl10__lat200__seed2,corridor_obstacles,proposed,100,2,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.29244868270103846,0.34384036575255494,0,0.0,83,6.983622143971998e-06,0,0.0,1.0,True,67.15,0.12520471885784998,31.997958007397887,10.52941787941788,70.16414631716907,0.2922288476350232,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,139,0.0005791666666666666,0.006200332891872615,0.016131159448849575,0.016151830005030954,0.016159634247445043,-0.016159634247445043
corridor_obstacles__proposed__N100__pl10__lat200__seed3,corridor_obstacles,proposed,100,3,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.31767971834139697,0.35305838240923015,0,0.0,81,6.815342092310022e-06,0,0.0,1.0,True,67.7,0.12360697711758693,32.0734010734637,10.53929313929314,70.28012164123356,0.29271187688976913,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,132,0.00055,0.003655645930607006,0.006928622879606283,0.006929666635206448,0.006941617590769944,-0.006941617590769944
corridor_obstacles__proposed__N100__pl10__lat200__seed4,corridor_obstacles,proposed,100,4,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3036105860834791,0.352635128223617,0,0.0,78,6.562922014817059e-06,0,0.0,1.0,True,66.9,0.12406567444229742,31.847330993134605,10.551247401247402,69.76522671012208,0.29056737488597284,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,120,0.0005,0.004645483207921898,0.007092759997320175,0.007264060123078729,0.0073648717763830085,-0.0073648717763830085
corridor_obstacles__proposed__N100__pl20__lat050__seed0,corridor_obstacles,proposed,100,0,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2982415876440216,0.355490211603003,0,0.0,77,6.478781988986071e-06,0,0.0,1.0,True,66.25,0.12244484923591184,32.297253146586925,9.39835758835759,69.79700604779646,0.29069973364346713,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,49,0.00020416666666666668,0.00139754484306125,0.0038475507283577404,0.00436924530600045,0.004509788396997116,-0.004509788396997116
corridor_obstacles__proposed__N100__pl20__lat050__seed1,corridor_obstacles,proposed,100,1,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2921686148967407,0.35532321964733393,0,0.0,77,6.478781988986071e-06,0,0.0,1.0,True,66.4,0.12233446344597113,32.121457792760175,9.401288981288982,71.52891309792176,0.2979130074882206,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,27,0.0001125,0.002369864461065183,0.004356427701245558,0.004615767796327694,0.0046767803526661655,-0.0046767803526661655
corridor_obstacles__proposed__N100__pl20__lat050__seed2,corridor_obstacles,proposed,100,2,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.29833284844701835,0.36097655292081465,0,0.0,81,6.815342092310022e-06,0,0.0,1.0,True,65.95,0.12330061637272866,32.03864530347252,9.38031185031185,68.35315416613594,0.2846861897798248,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0009765529208145551
corridor_obstacles__proposed__N100__pl20__lat050__seed3,corridor_obstacles,proposed,100,3,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2939596911301179,0.34931824704309133,0,0.0,108,9.087122789746696e-06,0,0.0,1.0,True,66.8,0.12159337800825157,31.919115627507658,9.336548856548857,70.8234065710567,0.29497462128719987,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,163,0.0006791666666666667,0.005230114920540222,0.010629264067358802,0.01064928307419961,0.010681752956908763,-0.010681752956908763
corridor_obstacles__proposed__N100__pl20__lat050__seed4,corridor_obstacles,proposed,100,4,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3165190471258637,0.3502964195151348,0,0.0,63,5.300821627352239e-06,0,0.0,1.0,True,66.7,0.12286822119793929,32.15987863474947,9.425197505197506,70.27576379477978,0.29269372675876626,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,103,0.00042916666666666667,0.006814973888574252,0.009631047543778082,0.009673058841805169,0.009703580484865304,-0.009703580484865304
corridor_obstacles__proposed__N100__pl40__lat050__seed0,corridor_obstacles,proposed,100,0,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2217718362004587,0.3533215005999223,0,0.0,143,1.2032023693831274e-05,0,0.0,1.0,True,66.60000000000001,0.120156085273735,31.726132962401202,7.011060291060291,68.22393610794097,0.28414800544748425,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,93,0.0003875,0.003911955884344328,0.006668181487358815,0.006673896217075965,0.006678499400077698,-0.006678499400077698
corridor_obstacles__proposed__N100__pl40__lat050__seed1,corridor_obstacles,proposed,100,1,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2745896585110709,0.3539547128463648,0,0.0,111,9.339542867239661e-06,0,0.0,1.0,True,66.25,0.11959428325227797,31.969170931251245,7.0464864864864865,70.28463714523241,0.2927306836536127,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,46,0.00019166666666666667,0.003866720577749814,0.006028573231150691,0.006038864972390867,0.0060452871536351704,-0.0060452871536351704
corridor_obstacles__proposed__N100__pl40__lat050__seed2,corridor_obstacles,proposed,100,2,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2913543667839629,0.3493220194350557,0,0.0,116,9.7602429963946e-06,0,0.0,1.0,True,66.85000000000001,0.11857344431761797,31.878371399700633,7.0527234927234925,69.49673110526055,0.28944910914310934,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,178,0.0007416666666666666,0.004138130793551909,0.010518913393001206,0.010633597888217463,0.0106779805649444,-0.0106779805649444
corridor_obstacles__proposed__N100__pl40__lat050__seed3,corridor_obstacles,proposed,100,3,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.32188005490884286,0.35262057890922105,0,0.0,99,8.329862557267805e-06,0,0.0,1.0,True,67.10000000000001,0.11973983576160138,32.160535413106174,7.045239085239086,69.01055236672983,0.28742420810799596,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0005208333333333333,0.003057838778757459,0.006749446485939226,0.007182566555556838,0.007379421090778937,-0.007379421090778937
corridor_obstacles__proposed__N100__pl40__lat050__seed4,corridor_obstacles,proposed,100,4,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.31360003681101356,0.3409701161761015,0,0.0,87,7.32018224729595e-06,0,0.0,1.0,True,67.15,0.11861540592777162,32.564992667016966,7.022411642411642,69.88170038023964,0.29105247971778275,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,194,0.0008083333333333333,0.007311447838024216,0.01887792755594686,0.019009031317273564,0.019029883823898475,-0.019029883823898475
corridor_obstacles__proposed__N200__pl00__lat000__seed0,corridor_obstacles,proposed,200,0,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.19996297071303998,0.21536738763112206,0,0.0,694,1.452493621794939e-05,0,0.0,1.0,True,61.35,0.15487984849296407,33.31378858166718,11.942879417879418,91.81540375808254,0.19120242348621935,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6861,0.01429375,0.045368847988051034,0.11215816370694709,0.13425782624230914,0.14463261236887792,-0.14463261236887792
corridor_obstacles__proposed__N200__pl00__lat000__seed1,corridor_obstacles,proposed,200,1,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2063550038774456,0.22459074676071478,0,0.0,874,1.8292210741336837e-05,0,0.0,1.0,True,61.050000000000004,0.1569170536316331,33.436907172921494,11.946018711018711,90.44745650002733,0.18835372032492156,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7125,0.01484375,0.04732061082538699,0.11520416910622698,0.12520460741506706,0.1354092532392852,-0.1354092532392852
corridor_obstacles__proposed__N200__pl00__lat000__seed2,corridor_obstacles,proposed,200,2,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.19226101752920507,0.218622257922657,0,0.0,783,1.6387644176735406e-05,0,0.0,1.0,True,61.35,0.15532666635424336,33.429137878949554,11.955145530145531,91.31964639993384,0.19017002582243617,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6858,0.0142875,0.044363145996971116,0.11206503828169741,0.1339720866467774,0.141377742077343,-0.141377742077343
corridor_obstacles__proposed__N200__pl00__lat000__seed3,corridor_obstacles,proposed,200,3,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.20053780771072777,0.21820971231625952,0,0.0,818,1.7120169778505188e-05,0,0.0,1.0,True,61.45,0.15631856451659107,33.16821755976339,11.943607068607069,91.41697820229456,0.19037271595646513,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7113,0.01481875,0.044725863563725224,0.11353663665174002,0.1320383099648826,0.14179028768374047,-0.14179028768374047
corridor_obstacles__proposed__N200__pl00__lat000__seed4,corridor_obstacles,proposed,200,4,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1972418560991847,0.2165801983859884,0,0.0,824,1.7245745595951436e-05,0,0.0,1.0,True,61.0,0.15100410836991285,33.79607077319761,11.936340956340956,91.84963397309184,0.19127370673280267,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6783,0.01413125,0.045908841935421114,0.11396091314975437,0.1347577761660014,0.14341980161401158,-0.14341980161401158
corridor_obstacles__proposed__N200__pl00__lat050__seed0,corridor_obstacles,proposed,200,0,0.0,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.26900451222800026,0.3520945864717562,0,0.0,138,2.888243801263711e-06,0,0.0,1.0,True,68.65,0.15804807643528848,36.98117780004831,11.912869022869023,136.99773991806433,0.2852930860434492,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,127,0.00026458333333333336,0.0053104019509258695,0.007887791770039333,0.007900458916142928,0.00790541352824392,-0.00790541352824392
corridor_obstacles__proposed__N200__pl00__lat050__seed1,corridor_obstacles,proposed,200,1,0.0,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2538283892960695,0.34005694280044607,0,0.0,181,3.7882038262951576e-06,0,0.0,1.0,True,68.85000000000001,0.16221955886369116,37.23706433615526,11.911538461538461,142.87214536592364,0.29752633354003255,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,283,0.0005895833333333333,0.01377675495864589,0.01994155230841945,0.019942985018867536,0.019943057199554026,-0.019943057199554026
corridor_obstacles__proposed__N200__pl00__lat050__seed2,corridor_obstacles,proposed,200,2,0.0,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.23158841121225976,0.35042663815491926,0,0.0,181,3.7882038262951576e-06,0,0.0,1.0,True,68.95,0.16244343418864723,37.144160676427404,11.891434511434511,141.01075372705236,0.2936500494107713,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,129,0.00026875,0.005302777715652686,0.009556616354676084,0.009568172104424394,0.009573361845080841,-0.009573361845080841
corridor_obstacles__proposed__N200__pl00__lat050__seed3,corridor_obstacles,proposed,200,3,0.0,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.29687063405753006,0.35456554834699205,0,0.0,107,2.2394354111247615e-06,0,0.0,1.0,True,70.25,0.16574879606223672,36.49618822312193,11.88139293139293,139.88455831632018,0.2913047861647651,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,40,8.333333333333333e-05,0.002292929740238281,0.005350358542079825,0.005404459605458552,0.005434451653008043,-0.005434451653008043
